	NIW_0_MPI_1	NIW_0_MPI_2	NIW_0_MPI_3	IW_0_MPI_1	IW_0_MPI_2	IW_0_MPI_3
VIT_07s0031g02540	118	83	92	76	74	104
VIT_03s0017g02140	0	0	0	0	0	0
VIT_00s0396g00070	0	0	0	0	0	0
VIT_00s0463g00040	3	1	3	0	0	0
VIT_00s0213g00010	0	0	0	0	0	0
VIT_06s0009g03560	26	25	29	20	26	29
VIT_12s0059g02520	112	51	49	58	59	71
VIT_03s0038g03540	183	97	103	126	42	68
VIT_16s0039g00690	231	277	258	337	285	405
VIT_12s0035g01550	1	0	4	27	14	17
VIT_18s0001g04130	80	79	67	85	74	100
VIT_00s0391g00020	1264	988	1060	661	1247	1081
VIT_01s0026g01180	26	26	35	10	6	16
VIT_08s0007g08220	26	15	24	98	60	92
VIT_03s0038g04730	0	0	0	27	49	33
VIT_13s0106g00340	6	5	8	11	9	9
VIT_00s0131g00070	0	0	0	0	0	0
VIT_09s0054g00960	289	319	293	192	190	195
VIT_00s0239g00090	1	0	0	0	0	0
VIT_11s0016g03130	914	941	782	1022	1268	1196
VIT_17s0000g04840	528	530	495	432	568	527
VIT_17s0000g00370	542	741	618	599	275	453
VIT_01s0010g03600	4778	3854	3647	4127	3706	4174
VIT_15s0021g01690	63	46	70	31	78	56
VIT_07s0031g02610	785	323	223	1050	847	997
VIT_12s0055g00930	1109	1906	1652	961	721	909
VIT_10s0092g00040	1843	2030	2164	1439	1811	1730
VIT_02s0025g04050	1600	1356	1243	1026	1245	1275
VIT_07s0031g01520	31	24	8	14	9	19
VIT_04s0023g03570	475	439	384	566	519	609
VIT_00s0532g00020	697	1030	962	823	391	682
VIT_01s0011g04830	1154	540	371	835	1623	1371
VIT_05s0020g01460	817	490	605	395	561	661
VIT_04s0023g01020	4312	4142	3525	3113	4015	3838
VIT_10s0003g00330	797	734	631	870	704	787
VIT_04s0044g01420	91	74	79	66	59	51
VIT_11s0016g03730	3	1	1	1	0	1
VIT_18s0089g00100	163	145	119	156	208	203
VIT_16s0100g00650	4475	5760	7487	6495	4538	5744
VIT_05s0049g00220	293	117	157	125	110	163
VIT_07s0005g02560	78	102	79	104	61	98
VIT_10s0071g00680	179	221	251	184	187	201
VIT_16s0098g01630	2295	2257	1977	2765	2823	2984
VIT_14s0108g00400	249	168	156	149	140	175
VIT_12s0034g00970	122	179	185	64	68	72
VIT_18s0001g13430	1169	1249	1075	1390	1405	1444
VIT_03s0063g02230	4	5	7	29	36	17
VIT_13s0064g00260	2381	2119	2130	1138	1638	1437
VIT_18s0001g06820	578	594	520	422	396	501
VIT_07s0005g03970	7	3	6	4	28	17
VIT_04s0008g03380	0	0	0	0	0	0
VIT_14s0006g00580	3	3	0	4	3	3
VIT_12s0178g00150	2	8	4	3	4	4
VIT_01s0026g02540	172	324	148	505	629	634
VIT_12s0034g01350	93	90	101	75	133	140
VIT_01s0010g03970	0	1	0	0	0	1
VIT_01s0026g02030	264	274	225	170	183	182
VIT_03s0017g00960	0	0	0	0	1	0
VIT_00s0360g00050	640	603	622	488	564	582
VIT_06s0004g04140	77	84	58	70	143	145
VIT_19s0015g02950	0	0	0	0	0	0
VIT_05s0102g01070	10	2	7	9	11	21
VIT_11s0016g05740	1052	913	746	682	933	931
VIT_14s0066g02640	0	1	0	1	0	1
VIT_10s0042g00950	1017	1191	1160	1393	1030	1281
VIT_09s0002g05740	1356	1570	1501	2029	1029	1688
VIT_18s0072g00220	132	132	118	65	118	99
VIT_01s0011g01920	43	56	37	63	41	49
VIT_00s0183g00140	0	0	0	0	0	0
VIT_17s0000g08460	9	0	2	40	2	18
VIT_00s0233g00060	399	357	365	401	439	384
VIT_08s0007g08500	59	89	56	86	67	105
VIT_07s0005g00420	2379	2074	2170	2018	1987	2160
VIT_06s0009g01530	75	77	83	103	82	116
VIT_17s0000g03070	1	2	0	1	3	4
VIT_14s0060g02560	0	0	0	0	0	0
VIT_10s0003g03430	374	304	278	241	432	343
VIT_04s0008g05260	3	2	2	4	0	1
VIT_03s0038g03700	1	0	0	1	1	0
VIT_08s0056g00900	56	24	40	153	159	152
VIT_12s0055g00480	509	643	517	654	966	878
VIT_03s0038g00330	1423	1388	1312	1477	1741	1643
VIT_13s0019g01300	13	12	16	21	20	25
VIT_00s0225g00080	674	528	484	361	377	359
VIT_06s0009g00650	40	53	54	62	92	75
VIT_07s0005g01990	166	161	188	236	200	235
VIT_12s0028g00560	10	4	8	9	11	10
VIT_14s0060g02370	405	542	538	558	382	471
VIT_07s0005g01460	1824	3014	2302	2235	3181	2902
VIT_07s0129g00160	1992	2947	3109	3305	2201	2881
VIT_07s0005g04280	560	412	437	744	768	755
VIT_15s0048g00560	182	170	160	224	205	229
VIT_14s0036g00100	37	39	24	22	35	33
VIT_01s0026g01800	0	0	0	0	0	0
VIT_06s0009g01810	231	220	207	186	247	245
VIT_15s0046g00700	0	0	0	0	1	0
VIT_12s0035g00430	17	14	20	4	9	11
VIT_07s0151g00490	574	631	643	736	547	665
VIT_16s0039g00250	176	256	274	179	146	210
VIT_08s0056g00610	168	211	183	223	160	195
VIT_00s0174g00210	0	0	0	0	0	0
VIT_16s0039g01040	0	0	0	1	0	0
VIT_18s0001g15420	98	104	88	247	81	172
VIT_13s0067g01740	20	25	18	24	28	37
VIT_15s0021g01790	0	0	0	0	0	0
VIT_11s0016g02200	650	473	431	501	495	584
VIT_07s0031g02510	717	489	537	398	674	579
VIT_14s0108g00960	0	0	0	0	0	0
VIT_17s0000g08710	13	8	14	9	7	10
VIT_11s0206g00150	269	212	189	179	249	243
VIT_13s0067g01980	106	177	159	144	191	174
VIT_02s0012g00320	5	5	2	5	1	3
VIT_06s0080g00500	0	1	0	1	0	0
VIT_18s0001g11830	662	313	344	234	648	459
VIT_12s0035g02090	2088	1835	1587	1946	2740	2616
VIT_14s0108g00180	1	1	1	1	1	1
VIT_04s0008g02270	1248	1128	1282	839	980	943
VIT_01s0026g01270	0	0	0	0	0	0
VIT_17s0000g05060	89	63	61	41	82	58
VIT_18s0001g15140	4	1	2	2	1	0
VIT_18s0001g15160	0	0	0	1	0	1
VIT_18s0001g08430	182	140	88	428	610	482
VIT_04s0044g01150	24	1	1	5	0	2
VIT_18s0089g00920	2516	2394	2057	2920	2637	2994
VIT_04s0043g01040	33	48	42	54	44	49
VIT_13s0067g03220	229	153	120	165	188	196
VIT_00s0239g00020	0	1	2	0	0	0
VIT_10s0003g01510	0	0	0	0	0	0
VIT_04s0023g01270	287	286	252	385	384	397
VIT_01s0010g02670	1963	1793	1604	1246	1475	1410
VIT_04s0008g07270	95	108	102	109	99	121
VIT_17s0000g00080	131	146	155	195	187	210
VIT_10s0116g00560	63	467	139	515	617	643
VIT_18s0001g11540	0	0	0	0	0	0
VIT_00s0432g00020	50	37	33	38	30	36
VIT_02s0025g02020	540	414	258	281	706	564
VIT_01s0127g00490	634	616	599	446	466	515
VIT_13s0067g01060	69	90	59	66	66	82
VIT_19s0015g01280	40	53	55	29	26	46
VIT_19s0014g00220	2421	2759	2411	1617	2567	2354
VIT_05s0077g00760	0	0	0	0	0	0
VIT_12s0028g00490	5	3	3	4	4	5
VIT_00s0302g00010	490	541	506	393	293	327
VIT_15s0046g03410	322	346	331	192	270	236
VIT_00s0238g00020	492	304	346	387	394	379
VIT_19s0014g04850	0	0	0	0	0	0
VIT_18s0001g04720	0	0	0	0	0	0
VIT_01s0026g02660	385	474	453	282	336	332
VIT_09s0018g00330	14	10	8	26	23	21
VIT_18s0086g00240	0	0	0	0	0	0
VIT_03s0038g00170	808	802	723	495	597	615
VIT_00s0421g00040	13	4	3	6	6	4
VIT_00s1918g00010	10	1	6	9	1	6
VIT_00s2527g00010	21	11	14	47	31	29
VIT_04s0023g03260	1	0	0	0	3	3
VIT_16s0039g00890	2	3	2	9	1	3
VIT_05s0094g00380	143	171	194	143	128	144
VIT_07s0141g01010	0	0	0	0	0	0
VIT_03s0063g00490	333	383	420	432	285	365
VIT_12s0059g01800	966	738	687	1008	1306	1353
VIT_07s0005g03820	79	63	72	74	114	132
VIT_19s0015g01410	308	622	542	471	550	566
VIT_12s0028g03180	634	772	680	829	817	869
VIT_04s0079g00630	656	879	594	404	601	542
VIT_18s0001g12130	1109	1027	872	1587	1359	1591
VIT_00s0852g00010	0	0	0	0	0	0
VIT_07s0141g00880	0	0	0	0	0	0
VIT_00s0160g00360	4	0	1	2	2	3
VIT_18s0001g05490	73	89	73	64	48	65
VIT_06s0004g00770	2	3	2	0	0	2
VIT_17s0000g05780	303	432	383	655	465	653
VIT_07s0031g00440	0	0	0	0	0	0
VIT_09s0002g06540	89	72	62	71	96	90
VIT_01s0010g03860	103	141	126	159	128	146
VIT_10s0003g05190	4	6	2	4	9	4
VIT_11s0149g00280	169	138	131	177	111	155
VIT_11s0016g02130	649	824	734	796	782	813
VIT_07s0005g01640	9	16	16	21	11	17
VIT_07s0005g00570	55	65	97	103	134	119
VIT_04s0043g00800	0	0	0	0	0	0
VIT_07s0031g01500	416	418	390	428	440	491
VIT_13s0158g00070	276	170	196	156	174	228
VIT_10s0003g05120	0	0	0	0	0	0
VIT_14s0081g00420	64	70	42	99	165	129
VIT_08s0040g00470	7759	10426	6207	9464	8978	9769
VIT_04s0023g02110	645	629	594	899	661	886
VIT_02s0033g01020	688	764	922	974	614	793
VIT_08s0058g00100	0	0	0	0	0	0
VIT_11s0052g01530	0	0	0	1	1	1
VIT_18s0001g07520	143	143	151	130	155	146
VIT_12s0028g01460	0	0	0	0	0	0
VIT_17s0000g05890	317	399	280	214	179	214
VIT_15s0045g01480	0	0	0	0	0	0
VIT_00s0269g00180	5	5	5	7	6	2
VIT_18s0001g13710	574	631	580	518	588	595
VIT_18s0001g08870	79	114	112	178	387	279
VIT_12s0059g00530	92	89	96	58	32	38
VIT_10s0003g03380	36	34	32	25	21	18
VIT_14s0083g00790	180	217	251	250	305	281
VIT_06s0004g06080	1516	1297	866	1267	2177	1884
VIT_11s0016g02570	357	386	331	457	374	412
VIT_18s0001g12420	1464	1320	1202	1264	1347	1405
VIT_06s0004g05750	2	0	0	1	0	0
VIT_04s0008g01980	18	25	24	25	12	22
VIT_00s1339g00010	1029	1069	1010	940	907	931
VIT_16s0013g00920	65	70	58	47	54	59
VIT_18s0001g05120	0	0	0	0	0	0
VIT_19s0014g04020	0	0	0	0	0	0
VIT_18s0086g00400	8	0	5	3	1	5
VIT_09s0002g02840	306	299	226	204	208	213
VIT_12s0028g01100	1926	2076	1627	1592	2841	2465
VIT_00s0286g00140	522	354	282	214	586	448
VIT_06s0009g01280	0	0	0	0	0	0
VIT_18s0001g08620	51	14	32	551	493	510
VIT_00s0743g00010	0	2	1	1	1	0
VIT_03s0038g02410	10	20	23	14	18	20
VIT_08s0007g02420	18	16	12	30	37	26
VIT_05s0029g00600	3	4	9	7	8	9
VIT_14s0006g01580	0	1	1	15	20	23
VIT_10s0003g03650	0	1	1	2	0	1
VIT_05s0094g01110	1635	1467	1749	1610	1802	1871
VIT_06s0004g03760	260	185	166	186	186	190
VIT_01s0146g00310	3022	3142	2763	3656	3139	3679
VIT_13s0047g01110	60	84	114	131	118	142
VIT_03s0088g01030	0	0	0	0	0	0
VIT_08s0056g00690	2486	2782	2573	2885	2414	2783
VIT_07s0104g01060	419	665	709	915	670	874
VIT_02s0012g00970	1	3	1	0	0	0
VIT_06s0004g07330	3	3	1	1	1	4
VIT_12s0034g01910	0	0	0	0	0	1
VIT_05s0049g00800	0	4	0	33	142	84
VIT_06s0009g00410	1003	697	634	1042	1298	1248
VIT_08s0032g00900	2407	3244	3484	3606	2957	3521
VIT_18s0166g00120	1	0	1	2	1	1
VIT_12s0059g01100	446	403	388	456	469	494
VIT_03s0063g02220	1	0	0	1	2	1
VIT_19s0014g04660	1814	1743	1684	1880	1575	1865
VIT_16s0022g01120	25	34	22	31	35	50
VIT_05s0020g01190	1	0	0	2	0	1
VIT_03s0180g00040	4466	7772	7328	9189	2907	6354
VIT_07s0129g01120	263	286	294	328	380	390
VIT_19s0177g00330	3	2	1	2	2	4
VIT_00s0220g00040	10	8	4	3	6	5
VIT_18s0001g04380	90	78	57	105	122	105
VIT_19s0014g05110	544	518	547	559	706	641
VIT_16s0022g00230	17	46	38	15	11	22
VIT_01s0113g00410	0	1	0	0	0	0
VIT_07s0129g00770	11	13	9	7	11	10
VIT_01s0010g00320	1	0	1	2	1	2
VIT_18s0041g00140	91	136	128	49	61	61
VIT_01s0011g01810	6	5	4	1	1	3
VIT_07s0005g03770	0	0	0	0	0	0
VIT_12s0034g00180	135	136	152	128	135	163
VIT_19s0014g05340	24	42	9	43	59	59
VIT_12s0142g00570	147	162	143	133	144	143
VIT_03s0017g02180	77	80	77	98	136	100
VIT_08s0058g00860	57	28	26	64	52	62
VIT_08s0058g00880	1569	1239	1180	1364	1506	1554
VIT_06s0004g01670	228	158	141	168	118	142
VIT_18s0089g00080	13	11	13	10	13	21
VIT_18s0001g08640	228	241	203	336	358	366
VIT_18s0086g00450	0	0	0	0	0	0
VIT_13s0019g03630	132	211	190	175	80	123
VIT_12s0055g00100	3	2	3	14	9	5
VIT_11s0065g00350	62	65	62	92	49	89
VIT_07s0005g00130	378	345	327	366	333	363
VIT_18s0001g03990	572	653	667	708	606	696
VIT_15s0046g01460	44	54	38	44	93	114
VIT_03s0038g00700	3349	2890	1981	1606	3172	2514
VIT_05s0077g01270	130	168	152	166	159	159
VIT_18s0086g00510	9	6	2	7	1	6
VIT_04s0023g00760	1668	1744	1816	1578	1571	1663
VIT_05s0049g01870	14	23	20	21	10	17
VIT_08s0007g00750	144	183	172	70	101	115
VIT_15s0046g00520	969	1691	1889	1648	610	1096
VIT_12s0034g02460	0	0	0	0	0	0
VIT_19s0090g01270	110	80	72	169	126	137
VIT_05s0077g01500	2227	1838	1493	1523	1724	1777
VIT_00s0475g00050	395	450	387	253	304	315
VIT_09s0018g01130	0	0	0	0	0	0
VIT_09s0002g07710	12	3	3	3	4	4
VIT_00s0407g00030	18	15	26	36	14	26
VIT_08s0040g00580	38	34	29	57	41	63
VIT_18s0001g11720	977	955	807	925	1013	1013
VIT_11s0037g01240	0	0	0	0	0	0
VIT_14s0066g00770	23	16	14	25	19	29
VIT_11s0016g03180	515	423	384	602	532	594
VIT_08s0007g06180	17	20	23	12	5	9
VIT_16s0039g02890	9	1	3	7	1	3
VIT_12s0028g00270	10	6	2	56	35	47
VIT_18s0001g03090	0	1	2	1	0	1
VIT_10s0116g00160	1082	1316	1163	1256	967	1134
VIT_10s0003g03480	4	7	1	4	4	8
VIT_06s0061g01500	380	443	455	399	389	439
VIT_12s0059g00580	189	180	139	184	196	147
VIT_05s0020g02080	365	393	305	435	450	471
VIT_16s0148g00130	2	0	0	0	1	0
VIT_19s0014g01860	497	523	568	459	490	470
VIT_07s0104g00650	18	14	19	23	27	35
VIT_04s0008g01250	1264	1309	1139	1455	1174	1475
VIT_08s0058g00930	13	4	6	36	44	35
VIT_01s0010g03870	274	183	163	167	188	183
VIT_14s0066g00280	0	0	0	0	0	0
VIT_08s0007g01720	233	159	153	179	206	201
VIT_06s0004g04380	3	3	5	7	5	1
VIT_06s0004g02150	0	0	0	1	0	0
VIT_11s0016g05590	2954	2996	2802	2429	1993	2416
VIT_18s0001g01810	551	567	578	340	325	354
VIT_04s0023g01220	348	352	330	456	405	529
VIT_14s0060g01210	2459	1944	1863	1261	1446	1436
VIT_11s0016g05570	4851	5261	5797	3447	5385	4648
VIT_03s0038g01840	0	0	1	0	0	0
VIT_17s0000g02490	10	2	7	1	0	1
VIT_17s0000g06840	424	474	463	268	447	367
VIT_01s0010g01490	1	1	1	1	1	0
VIT_02s0012g00660	273	288	225	209	141	154
VIT_13s0064g01720	9	1	5	10	4	7
VIT_00s1492g00010	0	0	0	0	0	0
VIT_13s0064g01270	1053	1304	1396	1009	1126	1052
VIT_09s0018g01860	0	0	0	0	0	0
VIT_08s0007g01750	2369	2183	1820	1301	1976	1641
VIT_14s0081g00480	3250	3625	3124	2229	2661	2699
VIT_18s0075g00990	0	0	0	0	0	0
VIT_00s2750g00010	254	280	269	254	287	262
VIT_17s0000g03650	544	660	572	605	544	598
VIT_07s0005g04480	449	617	499	461	763	677
VIT_12s0142g00630	425	413	436	346	621	469
VIT_11s0149g00320	0	0	0	0	0	0
VIT_01s0011g01000	11	2	3	6	0	4
VIT_03s0038g02980	86	132	108	137	131	145
VIT_02s0025g00280	733	517	711	975	280	636
VIT_19s0027g00140	0	0	0	0	0	0
VIT_12s0034g01160	33	51	45	49	41	61
VIT_16s0100g00540	24	9	12	37	7	27
VIT_10s0003g01360	8602	8915	8781	7743	8201	8604
VIT_13s0067g01640	74	52	44	82	65	80
VIT_09s0002g04410	23	9	6	15	23	20
VIT_05s0049g00750	1	2	1	5	20	11
VIT_00s0174g00330	49	39	29	62	72	70
VIT_10s0003g03090	1593	1532	1607	1564	1699	1721
VIT_00s0454g00040	7	1	1	5	9	4
VIT_05s0094g00270	0	0	0	0	0	0
VIT_07s0005g02080	124	120	101	175	71	149
VIT_09s0096g00090	1022	672	712	562	508	557
VIT_05s0077g00600	61	49	52	73	65	58
VIT_05s0020g03420	1022	971	859	1041	1194	1223
VIT_03s0091g01100	615	566	498	187	493	428
VIT_15s0021g02270	72	71	82	105	64	67
VIT_12s0055g00530	1	0	0	3	1	0
VIT_09s0096g00110	37	33	43	49	63	61
VIT_00s0420g00010	2	2	0	2	1	2
VIT_18s0001g03940	2	0	0	2	1	4
VIT_05s0049g01160	857	742	618	1011	1518	1381
VIT_18s0089g00200	0	1	0	0	0	0
VIT_04s0044g01620	804	674	565	733	761	830
VIT_15s0024g00600	0	0	0	0	0	0
VIT_19s0015g01000	402	332	259	433	399	405
VIT_14s0068g02130	536	907	889	747	620	673
VIT_00s0396g00040	0	0	0	0	0	1
VIT_16s0039g00400	0	0	1	0	1	0
VIT_02s0012g01660	2006	2023	1784	1675	2423	2117
VIT_13s0019g02820	3	6	2	1	4	5
VIT_11s0016g02080	1907	1981	2128	1783	1997	2065
VIT_14s0030g01700	153	190	163	285	205	273
VIT_05s0020g04170	163	306	323	155	74	135
VIT_18s0001g14120	288	341	367	333	345	381
VIT_18s0001g04910	300	415	396	374	458	427
VIT_19s0135g00010	0	0	0	0	0	0
VIT_00s0471g00020	2	8	5	3	0	0
VIT_18s0072g00360	568	844	809	487	269	436
VIT_14s0128g00700	21	35	31	31	48	43
VIT_08s0007g04920	168	200	192	165	117	161
VIT_10s0042g00890	10	2	0	5	6	3
VIT_15s0046g00100	209	182	162	132	206	174
VIT_12s0057g00240	367	429	399	312	146	266
VIT_00s2718g00010	0	0	0	0	0	0
VIT_09s0002g07960	0	0	0	0	0	0
VIT_00s0483g00020	236	283	236	245	252	267
VIT_13s0067g02010	4	0	0	0	2	3
VIT_19s0014g02480	1715	1407	1478	1468	1918	1831
VIT_05s0062g00770	0	0	0	0	0	0
VIT_14s0171g00070	29	5	6	10	19	21
VIT_14s0060g01150	433	503	483	418	370	434
VIT_13s0101g00460	412	281	280	470	485	462
VIT_16s0098g01170	45	102	72	473	845	733
VIT_04s0008g01880	718	636	532	1200	1630	1453
VIT_14s0060g01260	143	155	144	141	184	172
VIT_01s0150g00200	2726	2386	2431	1885	2893	2585
VIT_00s0229g00180	654	692	647	460	526	517
VIT_02s0012g01310	9	11	10	12	12	7
VIT_19s0014g02120	188	85	82	82	52	63
VIT_07s0005g03280	0	0	0	0	0	0
VIT_14s0030g00550	0	0	0	0	0	0
VIT_13s0064g01610	0	0	0	0	0	0
VIT_03s0038g01180	9	9	4	4	18	10
VIT_02s0109g00130	5	9	13	6	7	6
VIT_16s0050g01420	190	168	176	98	88	110
VIT_13s0019g01660	1668	1844	1630	2167	2841	2642
VIT_08s0007g00120	2510	2553	2427	3763	2792	3482
VIT_13s0064g01220	3626	2205	1661	2875	2145	2765
VIT_09s0002g06490	15	14	14	27	31	27
VIT_04s0008g00380	0	0	0	0	0	1
VIT_13s0064g00540	30	28	30	21	33	41
VIT_11s0016g00710	1508	1554	1279	1852	1162	1528
VIT_19s0014g02930	656	799	773	598	578	602
VIT_15s0046g03430	18	8	9	31	26	36
VIT_01s0011g01140	582	601	388	1220	910	1114
VIT_15s0046g03220	6	7	3	7	9	7
VIT_12s0057g00510	1	13	12	7	4	3
VIT_06s0061g00640	9	6	10	7	2	0
VIT_11s0016g02990	2637	2971	3052	2126	2507	2450
VIT_13s0019g03950	643	772	736	448	560	522
VIT_05s0049g01360	1365	1044	1187	878	1201	1192
VIT_10s0071g00020	0	0	0	0	0	0
VIT_07s0005g03380	747	867	815	648	694	690
VIT_12s0035g00310	1860	1960	1581	1645	2114	2060
VIT_12s0028g00140	383	432	285	366	385	426
VIT_05s0077g02210	208	186	158	412	338	377
VIT_02s0241g00160	1615	1616	1502	1757	1589	1776
VIT_12s0057g00080	46	32	28	207	153	163
VIT_00s0480g00040	34	42	17	290	90	193
VIT_12s0059g01760	0	0	0	0	0	0
VIT_02s0012g00850	1031	1125	1077	726	754	768
VIT_14s0006g00630	2770	2340	2507	2197	3493	3071
VIT_01s0010g02030	1720	2077	1777	3761	3224	3613
VIT_08s0007g04030	499	600	536	426	353	435
VIT_18s0001g10520	1211	1753	1570	1517	1375	1554
VIT_10s0003g02290	0	0	0	0	0	0
VIT_12s0028g02600	4	7	4	4	6	1
VIT_11s0016g05420	410	551	378	576	715	719
VIT_10s0116g01860	638	354	400	579	845	837
VIT_13s0019g03890	2178	2455	2161	2325	2459	2576
VIT_08s0007g05060	3494	3811	2966	3752	3883	4078
VIT_19s0014g00450	3335	3786	2273	1974	7450	5065
VIT_00s0409g00040	1	2	1	2	3	2
VIT_10s0003g04250	4	2	3	0	3	0
VIT_16s0013g02090	218	237	250	262	151	226
VIT_02s0012g03200	3	6	2	8	6	2
VIT_04s0023g01430	1239	1398	1027	1873	1725	1920
VIT_05s0029g00180	634	676	520	578	595	641
VIT_13s0019g02920	0	0	0	0	0	0
VIT_19s0014g04740	721	824	723	646	631	646
VIT_16s0022g01910	0	0	0	0	0	0
VIT_15s0046g00730	65	50	51	55	90	70
VIT_05s0049g01900	23	27	38	22	29	31
VIT_06s0009g01630	18	7	18	15	15	15
VIT_10s0003g00080	718	676	615	487	605	571
VIT_08s0040g02890	0	0	2	1	2	0
VIT_11s0118g00450	1558	2270	2081	2169	1935	2201
VIT_09s0002g05450	0	0	0	0	0	0
VIT_00s0317g00070	15	13	15	10	0	8
VIT_04s0008g03870	55	64	68	72	92	77
VIT_12s0059g02070	0	0	0	0	0	1
VIT_00s2795g00010	29	13	15	33	19	33
VIT_00s0410g00010	0	0	0	0	0	0
VIT_02s0025g02960	335	94	88	798	80	365
VIT_03s0017g01740	71	65	80	73	101	116
VIT_01s0026g02070	492	542	479	443	434	454
VIT_11s0016g02600	34	38	32	20	24	27
VIT_17s0000g06990	32	32	29	173	162	148
VIT_17s0053g00120	750	816	824	1026	915	1026
VIT_19s0090g00740	55	23	36	26	42	34
VIT_01s0011g01600	385	398	343	433	435	501
VIT_12s0035g01750	338	227	248	206	345	294
VIT_10s0003g01020	1	1	0	8	4	8
VIT_16s0022g00480	734	780	750	461	617	581
VIT_04s0023g00250	12	10	12	12	6	7
VIT_07s0031g00760	116	74	69	144	152	144
VIT_19s0014g04580	18	16	11	13	55	35
VIT_19s0014g00310	0	0	0	0	0	0
VIT_14s0060g02580	0	0	0	0	0	0
VIT_17s0000g00190	62	78	72	82	82	101
VIT_06s0004g06880	1777	1613	1589	1641	1424	1621
VIT_14s0030g00950	167	430	322	295	299	330
VIT_16s0098g00550	156	166	167	130	150	155
VIT_02s0025g00120	28	24	29	15	5	13
VIT_18s0122g00640	5	5	9	11	6	9
VIT_12s0034g00200	0	0	0	0	0	0
VIT_07s0005g03870	406	493	500	623	502	582
VIT_00s1584g00010	1	2	1	5	1	3
VIT_18s0001g00700	160	175	150	131	164	182
VIT_05s0102g00190	78	146	83	581	413	501
VIT_18s0072g00150	126	142	142	227	278	276
VIT_01s0011g04610	485	421	371	418	510	594
VIT_15s0024g00980	11	6	8	9	13	15
VIT_03s0017g00050	3	4	3	3	5	2
VIT_04s0210g00100	0	0	0	0	0	0
VIT_02s0012g00360	59	53	47	52	80	65
VIT_00s0193g00170	2	1	5	0	1	2
VIT_04s0023g00320	53	34	45	105	55	124
VIT_05s0077g00220	0	0	0	0	0	2
VIT_15s0048g01200	15	22	15	164	265	224
VIT_18s0001g01140	15	6	2	2	2	3
VIT_16s0098g01510	173	398	463	385	99	226
VIT_17s0000g00320	2848	2731	2471	3616	3386	3705
VIT_02s0025g00070	1271	1362	1213	1077	1367	1256
VIT_08s0058g01290	302	337	273	367	374	410
VIT_00s2814g00010	13	0	5	10	10	11
VIT_13s0064g00060	81	79	72	66	79	71
VIT_07s0031g02680	870	933	799	657	801	813
VIT_15s0048g01090	620	281	365	222	510	413
VIT_05s0029g00030	0	0	0	0	0	0
VIT_11s0016g05580	1357	1382	1320	800	980	1013
VIT_12s0057g01280	297	418	377	571	457	517
VIT_06s0004g04130	1584	1591	1567	1801	1755	1812
VIT_12s0028g02260	0	0	0	0	0	0
VIT_04s0023g02160	18	8	7	16	13	15
VIT_03s0017g01630	2	0	0	0	0	0
VIT_03s0038g00030	413	460	510	586	446	544
VIT_05s0020g02780	0	0	0	0	0	0
VIT_00s1308g00020	18	18	24	18	34	40
VIT_11s0016g02190	48	100	87	62	41	46
VIT_01s0011g02710	1399	1266	949	2098	2718	2745
VIT_01s0026g01920	0	0	0	1	0	0
VIT_00s0319g00070	0	0	0	0	0	0
VIT_00s0259g00210	0	0	0	0	0	1
VIT_09s0070g00040	0	0	0	0	0	0
VIT_06s0009g01720	170	216	144	200	250	238
VIT_19s0027g01400	13	18	15	18	27	25
VIT_17s0000g05250	3451	3264	3355	3073	4389	3870
VIT_12s0028g02480	51	30	38	31	30	37
VIT_15s0045g01020	6	2	1	1	3	7
VIT_05s0102g00770	360	354	334	420	383	452
VIT_13s0139g00480	6	5	0	0	2	4
VIT_09s0096g00190	0	0	0	0	0	0
VIT_01s0026g00010	0	0	0	1	1	6
VIT_19s0015g02580	0	0	0	0	0	0
VIT_16s0100g00640	966	524	516	829	1150	1114
VIT_18s0166g00030	0	0	0	0	0	0
VIT_00s0687g00010	9	4	7	6	5	4
VIT_04s0023g00300	372	407	418	553	463	539
VIT_00s0895g00010	3	0	1	0	1	0
VIT_00s1331g00020	0	1	0	0	2	2
VIT_00s0246g00230	9	2	8	56	42	64
VIT_07s0104g01490	55	78	72	103	81	126
VIT_16s0039g01570	278	340	268	428	350	425
VIT_07s0031g00750	51	42	32	33	49	52
VIT_13s0019g04150	14	15	8	30	18	31
VIT_05s0077g00560	1272	1748	1693	1828	1104	1514
VIT_19s0093g00060	4	5	5	3	2	7
VIT_16s0013g01940	113	104	56	156	234	214
VIT_11s0016g01590	3	0	1	0	2	0
VIT_04s0008g06330	53	64	40	77	90	72
VIT_10s0092g00160	0	1	0	0	0	0
VIT_07s0129g00570	14	26	27	34	23	30
VIT_16s0022g01040	0	0	0	0	0	0
VIT_06s0004g04820	209	192	195	181	168	200
VIT_05s0049g02120	14	24	31	15	21	11
VIT_10s0003g04670	2052	2421	2348	2565	1602	2238
VIT_11s0016g05850	0	0	0	0	0	0
VIT_01s0150g00070	25	29	15	15	20	28
VIT_02s0012g01770	73	149	136	146	65	88
VIT_19s0085g00190	0	0	0	0	0	0
VIT_00s2164g00010	0	0	0	0	0	0
VIT_07s0005g04350	346	261	218	426	633	625
VIT_10s0092g00360	1530	1912	1798	940	502	783
VIT_18s0001g15400	1308	1466	1263	1024	1297	1244
VIT_07s0104g01590	781	771	729	598	615	643
VIT_00s0194g00260	130	141	116	130	348	251
VIT_04s0008g00740	80	114	67	96	51	61
